id_control,fecha_control,dependencia,region,controles_realizados,anomalías_detectadas,personal_asistentes,legajo,dni,apellido,nombre,fecha_nacimiento,edad,jerarquia,fecha_ingreso,antiguedad_anios,estado_funcionario,telefono,observacion_funcionario,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma
345,2025-05-07,Departamental Nº 15 Ojo de Agua,Ojo de Agua,8.0,0.0,1.0,LEG0345,31775840,García,Juan,1982-12-06,42.0,Oficial Sub-Inspector,2021-08-10,4.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00345,Operativa,Desgaste en cañón,2024-10-29,
346,2025-09-09,Departamental Nº 1 Zona Norte (Capital),Capital,2.0,2.0,3.0,LEG0346,31652065,Pérez,Sofía,1971-08-13,54.0,Sub-Comisario,2012-09-18,13.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00346,Operativa,,2025-02-01,
347,2024-12-17,Departamental Nº 5 Zona Este (La Banda),La Banda,4.0,2.0,1.0,LEG0347,24579097,Pérez,Laura,2000-01-11,25.0,Agente,2014-02-14,12.0,Inactivo,,,Fusil,IWI,ARM-00347,Fuera de servicio,,2024-05-02,
348,2025-07-30,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,9.0,LEG0348,21360764,López,Ana,1989-03-06,36.0,Sargento Primero,2017-12-03,8.0,Activo,,,Pistola,IWI,ARM-00348,Operativa,,2024-12-14,
349,2025-08-01,Departamental Nº 7 Frías,Frías,9.0,0.0,4.0,LEG0349,35902806,López,Ana,1975-08-15,50.0,Cabo Primero,2022-04-10,4.0,Activo,,En licencia médica,Pistola,Remington,ARM-00349,En mantenimiento,Desgaste en cañón,2025-03-04,2025-12-01
350,2025-07-07,Departamental Nº 3 Zona Sur (Capital),Capital,6.0,1.0,2.0,LEG0350,42029495,Pérez,Lucía,1986-07-11,39.0,Cabo,2018-04-16,8.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Bersa,ARM-00350,Operativa,,2025-02-03,
351,2025-01-20,Departamental Nº 9 Loreto,Loreto,7.0,2.0,5.0,LEG0351,21588049,Pérez,Carlos,1989-02-02,36.0,Oficial Ayudante,2023-02-06,3.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00351,Operativa,,2024-02-01,
352,2025-07-06,Departamental Nº 2 Zona Centro (Capital),Capital,10.0,1.0,1.0,LEG0352,27122759,Sánchez,José,1968-09-05,57.0,Agente,2019-02-23,7.0,Activo,,,Escopeta,Bersa,ARM-00352,Operativa,,2024-11-05,
353,2025-09-16,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,0.0,7.0,LEG0353,40236760,Díaz,Ana,1978-09-13,47.0,Cabo,2013-03-07,13.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00353,Operativa,Desgaste en cañón,2025-01-21,
354,2025-04-30,Departamental Nº 5 Zona Este (La Banda),La Banda,6.0,0.0,7.0,LEG0354,37133656,López,José,1982-04-03,43.0,Sargento Principal,2022-09-12,3.0,Inactivo,,,Escopeta,IWI,ARM-00354,Fuera de servicio,Desgaste en cañón,2025-01-14,2025-06-09
355,2025-05-24,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,2.0,7.0,LEG0355,42534338,Martínez,Ana,1969-05-29,56.0,Oficial Ayudante,2012-11-04,13.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00355,Operativa,Requiere revisión anual,2024-05-30,
356,2025-03-04,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,1.0,8.0,LEG0356,38125699,López,Pedro,2000-11-26,24.0,Agente,2023-02-04,3.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00356,Fuera de servicio,,2024-03-10,2024-11-29
357,2025-04-19,Departamental Nº 13 Añatuya,Añatuya,2.0,0.0,2.0,LEG0357,38942672,Martínez,Carlos,1965-10-02,60.0,Sargento,2017-03-19,9.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00357,Operativa,,2024-11-04,
358,2025-08-27,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,1.0,8.0,LEG0358,44761921,Romero,Juan,1973-01-30,52.0,Agente,2023-08-20,2.0,Activo,,En licencia médica,Escopeta,Bersa,ARM-00358,En mantenimiento,,2024-10-08,2025-11-28
359,2024-11-21,Departamental Nº 4 Zona Oeste (La Banda),La Banda,1.0,1.0,9.0,LEG0359,25544223,García,Luis,1998-10-15,27.0,Oficial Sub-Inspector,2011-03-10,15.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00359,Operativa,,2024-09-24,
360,2025-04-06,Departamental Nº 3 Zona Sur (Capital),Capital,7.0,0.0,7.0,LEG0360,24095228,Rodríguez,Juan,1986-01-06,39.0,Cabo Primero,2013-11-21,12.0,Activo,,Próximo a retiro,Escopeta,IWI,ARM-00360,Operativa,,2024-07-17,
361,2024-12-16,Departamental Nº 12 Quimilí,Quimilí,5.0,1.0,2.0,LEG0361,24944614,Pérez,Carlos,1977-11-16,47.0,Agente,2019-06-11,6.0,Activo,3855-XXXXXX,,Escopeta,IWI,ARM-00361,Operativa,,2024-09-19,
362,2025-10-07,Departamental Nº 1 Zona Norte (Capital),Capital,7.0,1.0,4.0,LEG0362,44173742,Pérez,Carlos,1974-05-25,51.0,Sargento Primero,2023-02-20,3.0,Activo,,,Pistola,Bersa,ARM-00362,Operativa,,2025-02-14,
363,2025-07-06,Departamental Nº 13 Añatuya,Añatuya,4.0,0.0,9.0,LEG0363,39275218,Rodríguez,Ana,1998-02-03,27.0,Sargento Primero,2018-07-29,7.0,Activo,,En licencia médica,Pistola,Glock,ARM-00363,Operativa,,2025-02-20,
364,2025-04-23,Departamental Nº 6 Las Termas,Las Termas,5.0,1.0,7.0,LEG0364,38199987,García,Laura,1965-11-06,60.0,Cabo,2016-08-12,9.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00364,En mantenimiento,Desgaste en cañón,2025-03-08,
365,2025-04-01,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,1.0,3.0,LEG0365,22885579,Rodríguez,Laura,1976-11-12,48.0,Cabo Primero,2017-12-27,8.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00365,Operativa,,2024-04-04,
366,2025-03-24,Departamental Nº 12 Quimilí,Quimilí,4.0,0.0,9.0,LEG0366,32675420,Fernández,María,1976-10-11,49.0,Sargento Ayudante,2010-08-23,15.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Glock,ARM-00366,En mantenimiento,Requiere revisión anual,2025-01-03,
367,2025-05-10,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,1.0,3.0,LEG0367,26225175,Martínez,Lucía,1992-10-04,33.0,Sargento Ayudante,2011-03-21,15.0,Activo,,,Fusil,Glock,ARM-00367,Fuera de servicio,,2024-08-18,
368,2025-02-09,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,2.0,7.0,LEG0368,43601341,Martínez,Laura,1975-05-20,50.0,Cabo,2012-02-01,14.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00368,Fuera de servicio,,2024-08-31,2026-05-02
369,2025-03-17,Departamental Nº 3 Zona Sur (Capital),Capital,1.0,0.0,7.0,LEG0369,41031500,García,José,1996-01-09,29.0,Agente,2016-08-06,9.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00369,En mantenimiento,,2024-08-09,
370,2025-05-29,Departamental Nº 12 Quimilí,Quimilí,8.0,1.0,1.0,LEG0370,38685367,Fernández,Laura,1979-03-02,46.0,Agente,2021-12-23,4.0,Activo,3855-XXXXXX,,Escopeta,IWI,ARM-00370,Operativa,,2025-02-11,
371,2025-04-08,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,9.0,LEG0371,24595772,Sánchez,Luis,1970-11-16,54.0,Oficial Ayudante,2017-12-09,8.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00371,Operativa,,2024-07-04,
372,2025-10-15,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,0.0,3.0,LEG0372,29929464,López,Pedro,2004-08-15,21.0,Sargento Principal,2014-03-06,12.0,Inactivo,,,Pistola,Remington,ARM-00372,Operativa,,2025-06-16,
373,2025-01-03,Departamental Nº 7 Frías,Frías,4.0,0.0,7.0,LEG0373,41040202,Gómez,Juan,1989-06-11,36.0,Suboficial Mayor,2023-04-20,3.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00373,Fuera de servicio,,2024-06-02,
374,2025-03-24,Departamental Nº 11 Monte Quemado,Monte Quemado,2.0,1.0,3.0,LEG0374,42208585,Fernández,María,1972-08-04,53.0,Oficial Sub-Inspector,2019-04-21,7.0,Activo,3854-XXXXXX,,Fusil,Remington,ARM-00374,Operativa,,2024-06-06,
375,2025-02-13,Departamental Nº 15 Ojo de Agua,Ojo de Agua,6.0,0.0,4.0,LEG0375,21897465,García,Lucía,2002-11-19,22.0,Sargento Ayudante,2017-11-05,8.0,Activo,3855-XXXXXX,,Escopeta,Glock,ARM-00375,Operativa,,2024-08-01,
376,2025-08-01,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,0.0,9.0,LEG0376,39880139,Gómez,María,1969-01-05,56.0,Sub-Comisario,2011-01-28,15.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00376,Operativa,,2024-08-13,
377,2025-06-22,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,0.0,8.0,LEG0377,21398705,Fernández,Sofía,1980-05-02,45.0,Oficial Inspector,2017-11-06,8.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00377,Operativa,,2025-02-14,
378,2025-04-27,Departamental Nº 3 Zona Sur (Capital),Capital,4.0,0.0,3.0,LEG0378,29280320,Fernández,Ana,1969-11-24,55.0,Agente,2011-03-19,15.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00378,Operativa,,2024-11-15,
379,2025-05-03,Departamental Nº 7 Frías,Frías,1.0,0.0,8.0,LEG0379,26824464,Romero,Lucía,1993-07-05,32.0,Agente,2020-01-03,,Activo,3854-XXXXXX,,Escopeta,Bersa,ARM-00379,Operativa,,2024-09-06,
380,2025-08-06,Departamental Nº 11 Monte Quemado,Monte Quemado,1.0,2.0,5.0,LEG0380,43250265,Pérez,Juan,1992-04-14,33.0,Agente,2012-01-11,14.0,Activo,3854-XXXXXX,Próximo a retiro,Fusil,Bersa,ARM-00380,Operativa,,2024-12-08,
381,2024-12-25,Departamental Nº 4 Zona Oeste (La Banda),La Banda,6.0,0.0,1.0,LEG0381,23446010,García,María,1979-03-24,46.0,Agente,2013-06-11,12.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00381,Operativa,,2024-03-18,
382,2025-08-17,Departamental Nº 14 Pinto,Pinto,4.0,1.0,6.0,LEG0382,42326564,Rodríguez,José,1990-04-20,35.0,Agente,2023-09-04,2.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00382,En mantenimiento,Desgaste en cañón,2024-12-09,2025-11-17
383,2025-01-25,Departamental Nº 8 Fernández,Fernández,3.0,1.0,3.0,LEG0383,44562579,Rodríguez,Pedro,1995-05-19,30.0,Sargento Principal,2016-11-12,9.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00383,Operativa,,2024-11-28,
384,2025-07-22,Departamental Nº 1 Zona Norte (Capital),Capital,2.0,3.0,3.0,LEG0384,35233162,Romero,Lucía,1966-06-28,59.0,Agente,2011-09-18,14.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00384,En mantenimiento,Desgaste en cañón,2025-05-04,
385,2024-11-04,Departamental Nº 13 Añatuya,Añatuya,4.0,1.0,5.0,LEG0385,24151538,López,Carlos,1993-02-18,32.0,Sargento,2020-08-19,5.0,Activo,3854-XXXXXX,,Fusil,Remington,ARM-00385,Operativa,Requiere revisión anual,2024-05-18,
386,2025-07-28,Departamental Nº 11 Monte Quemado,Monte Quemado,2.0,0.0,8.0,LEG0386,23197860,Rodríguez,Carlos,1997-10-23,28.0,Sargento Ayudante,2019-05-31,6.0,Activo,,Próximo a retiro,Escopeta,Glock,ARM-00386,Operativa,,2025-05-20,
387,2024-10-25,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,8.0,1.0,5.0,LEG0387,40008581,Sánchez,Luis,1972-10-07,53.0,Agente,2022-03-22,4.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00387,Operativa,,2023-11-02,
388,2025-09-14,Departamental Nº 5 Zona Este (La Banda),La Banda,5.0,1.0,4.0,LEG0388,23445083,Pérez,Luis,1970-11-25,54.0,Agente,2010-06-15,15.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00388,Operativa,,2025-02-12,
389,2025-01-15,Departamental Nº 8 Fernández,Fernández,6.0,1.0,9.0,LEG0389,37466962,Fernández,Carlos,1997-11-01,27.0,Oficial Ayudante,2010-10-07,15.0,Activo,3854-XXXXXX,Próximo a retiro,Fusil,Bersa,ARM-00389,Operativa,,2024-05-10,
390,2025-09-10,Departamental Nº 13 Añatuya,Añatuya,3.0,0.0,7.0,LEG0390,21397955,López,Carlos,1967-05-06,58.0,Cabo Primero,2019-06-19,6.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,IWI,ARM-00390,Operativa,Desgaste en cañón,2025-08-04,
391,2025-06-05,Departamental Nº 12 Quimilí,Quimilí,1.0,0.0,4.0,LEG0391,26371332,Pérez,María,1965-09-19,60.0,Sargento Primero,2015-03-30,11.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00391,Operativa,,2024-09-21,
392,2025-09-10,Departamental Nº 9 Loreto,Loreto,5.0,0.0,2.0,LEG0392,37702130,Martínez,Pedro,1998-04-08,27.0,Oficial Inspector,2013-11-07,12.0,Activo,3854-XXXXXX,En licencia médica,Pistola,IWI,ARM-00392,Operativa,,2025-05-16,
393,2025-04-26,Departamental Nº 7 Frías,Frías,6.0,0.0,4.0,LEG0393,27107936,Romero,José,1965-08-08,60.0,Agente,2023-03-19,3.0,Activo,,,Pistola,IWI,ARM-00393,En mantenimiento,Requiere revisión anual,2025-03-19,
394,2025-04-08,Departamental Nº 5 Zona Este (La Banda),La Banda,2.0,2.0,1.0,LEG0394,21243517,Pérez,Laura,1965-03-09,60.0,Cabo,2016-11-29,9.0,Activo,,En licencia médica,Pistola,Glock,ARM-00394,Fuera de servicio,,2024-06-24,
395,2025-03-18,Departamental Nº 11 Monte Quemado,Monte Quemado,1.0,1.0,6.0,LEG0395,25423666,Gómez,Sofía,1981-07-03,44.0,Oficial Sub-Inspector,2013-09-22,12.0,Activo,,,Pistola,Bersa,ARM-00395,Operativa,,2024-05-16,
396,2025-08-24,Departamental Nº 7 Frías,Frías,3.0,1.0,4.0,LEG0396,34196710,Rodríguez,Carlos,1984-06-08,41.0,Sargento Primero,2014-02-20,12.0,Activo,,,Fusil,Glock,ARM-00396,En mantenimiento,Desgaste en cañón,2025-04-25,2026-06-22
397,2025-04-11,Departamental Nº 6 Las Termas,Las Termas,7.0,2.0,1.0,LEG0397,22763049,Romero,Laura,1984-02-07,41.0,Oficial Ayudante,2018-06-13,7.0,Activo,,Próximo a retiro,Escopeta,Remington,ARM-00397,Operativa,,2024-04-28,
398,2025-02-07,Departamental Nº 5 Zona Este (La Banda),La Banda,4.0,0.0,3.0,LEG0398,22906868,Gómez,José,1984-04-20,41.0,Cabo,2019-03-25,7.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00398,En mantenimiento,Requiere revisión anual,2024-08-31,
399,2025-01-08,Departamental Nº 9 Loreto,Loreto,6.0,0.0,5.0,LEG0399,25821934,Romero,José,2004-10-21,21.0,Sargento Principal,2022-04-10,4.0,Inactivo,,,Escopeta,Bersa,ARM-00399,Operativa,,2024-05-07,
400,2025-05-30,Departamental Nº 9 Loreto,Loreto,,0.0,5.0,LEG0400,30941880,López,Carlos,2004-08-31,,Sargento Ayudante,2010-08-08,15.0,Activo,,,Pistola,Glock,ARM-00400,Operativa,,2024-06-19,
401,2025-05-12,Departamental Nº 16 Los Flores (Capital),Capital,9.0,1.0,1.0,LEG0401,42898479,Martínez,Juan,1971-07-11,54.0,Sargento Principal,2010-10-20,15.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00401,Operativa,,2024-10-09,
402,2025-06-03,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,1.0,8.0,LEG0402,42879318,Martínez,Ana,1991-10-24,34.0,Oficial Ayudante,2023-05-11,2.0,Inactivo,,,Pistola,IWI,ARM-00402,Operativa,,2025-05-01,
403,2025-10-06,Departamental Nº 12 Quimilí,Quimilí,8.0,1.0,7.0,LEG0403,24478633,Sánchez,Juan,1968-09-30,57.0,Agente,2016-07-28,9.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00403,Operativa,,2025-06-09,
404,2024-11-11,Departamental Nº 9 Loreto,Loreto,5.0,1.0,8.0,LEG0404,21869883,Gómez,Lucía,1968-03-27,57.0,Oficial Sub-Inspector,2016-08-08,9.0,Activo,3855-XXXXXX,Próximo a retiro,Fusil,Remington,ARM-00404,Operativa,,2024-09-10,
405,2025-01-11,Departamental Nº 12 Quimilí,Quimilí,6.0,0.0,8.0,LEG0405,24477375,Fernández,Sofía,1995-02-19,30.0,Cabo,2019-08-29,6.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00405,Operativa,,2024-10-31,
406,2025-06-17,Departamental Nº 13 Añatuya,Añatuya,3.0,0.0,3.0,LEG0406,26962111,García,Juan,2003-05-12,22.0,Agente,2021-02-20,5.0,Inactivo,,,Pistola,Remington,ARM-00406,En mantenimiento,,2025-02-06,
407,2025-10-04,Departamental Nº 14 Pinto,Pinto,5.0,1.0,1.0,LEG0407,44919381,Martínez,María,1984-09-06,41.0,Agente,2011-07-20,14.0,Inactivo,,,Pistola,Glock,ARM-00407,En mantenimiento,,2025-01-16,
408,2025-09-02,Departamental Nº 13 Añatuya,Añatuya,2.0,0.0,5.0,LEG0408,42278404,Pérez,María,1969-11-21,55.0,Sargento Ayudante,2010-07-05,15.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00408,En mantenimiento,Desgaste en cañón,2025-04-15,
409,2025-02-05,Departamental Nº 12 Quimilí,Quimilí,4.0,1.0,2.0,LEG0409,35094351,Martínez,Juan,1989-01-06,36.0,Cabo,2018-12-15,7.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00409,Operativa,,2024-12-31,
410,2025-03-23,Departamental Nº 8 Fernández,Fernández,6.0,0.0,8.0,LEG0410,31053420,Martínez,Luis,1978-05-24,47.0,Cabo,2016-06-23,9.0,Activo,,,Escopeta,Glock,ARM-00410,Operativa,,2024-09-06,
411,2025-07-17,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,7.0,LEG0411,34024141,Sánchez,Luis,1988-02-12,37.0,Cabo Primero,2020-12-25,5.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00411,En mantenimiento,Desgaste en cañón,2025-03-16,
412,2025-09-09,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,1.0,5.0,LEG0412,33439546,Romero,Juan,1965-12-13,59.0,Oficial Principal,2019-02-04,7.0,Inactivo,,,Escopeta,Glock,ARM-00412,Operativa,,2024-09-10,
413,2025-02-07,Departamental Nº 8 Fernández,Fernández,4.0,1.0,9.0,LEG0413,40380235,Díaz,Ana,1996-12-02,28.0,Oficial Inspector,2015-08-31,10.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Remington,ARM-00413,Operativa,,2024-11-22,
414,2025-01-16,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,1.0,LEG0414,35605487,Díaz,José,1992-06-08,33.0,Sargento Ayudante,2015-05-18,10.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00414,Operativa,Requiere revisión anual,2024-04-12,
415,2025-06-06,Departamental Nº 4 Zona Oeste (La Banda),La Banda,3.0,2.0,8.0,LEG0415,26115790,Fernández,Pedro,1997-07-20,28.0,Oficial Sub-Inspector,2016-04-02,10.0,Inactivo,,,Fusil,Remington,ARM-00415,Operativa,,2024-11-10,
416,2024-12-11,Departamental Nº 13 Añatuya,Añatuya,4.0,1.0,2.0,LEG0416,43747962,Díaz,Lucía,1982-02-26,43.0,Oficial Principal,2023-03-24,3.0,Activo,,,Pistola,IWI,ARM-00416,Operativa,,2024-06-28,
417,2025-03-18,Departamental Nº 15 Ojo de Agua,Ojo de Agua,3.0,0.0,6.0,LEG0417,40927338,Díaz,Pedro,1992-06-20,33.0,Oficial Ayudante,2016-01-30,10.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00417,Operativa,,2025-02-05,
418,2025-01-25,Departamental Nº 3 Zona Sur (Capital),Capital,4.0,1.0,5.0,LEG0418,21342643,Romero,José,1988-05-19,37.0,Agente,2022-04-20,4.0,Activo,,,Pistola,Bersa,ARM-00418,Operativa,,2024-06-03,
419,2024-12-14,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,0.0,6.0,LEG0419,34937570,Martínez,Lucía,1998-11-13,26.0,Agente,2016-07-25,9.0,Inactivo,,,Pistola,Remington,ARM-00419,Operativa,Requiere revisión anual,2024-08-23,
420,2025-07-05,Departamental Nº 13 Añatuya,Añatuya,2.0,1.0,4.0,LEG0420,25768076,Romero,Juan,1989-03-02,36.0,Agente,2013-01-09,13.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00420,Operativa,,2024-11-24,
421,2024-11-03,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,1.0,1.0,LEG0421,20824726,Martínez,Carlos,1986-11-17,38.0,Oficial Principal,2012-05-19,13.0,Inactivo,,,Pistola,Glock,ARM-00421,Operativa,,2024-07-17,
422,2024-12-26,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,2.0,7.0,LEG0422,30155660,Martínez,María,1990-02-21,,Cabo Primero,2013-11-01,12.0,Activo,,En licencia médica,Escopeta,Glock,ARM-00422,Fuera de servicio,Desgaste en cañón,2024-01-18,
423,2025-02-24,Departamental Nº 5 Zona Este (La Banda),La Banda,2.0,1.0,8.0,LEG0423,39881016,Martínez,María,1984-07-11,41.0,Cabo,2014-09-20,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00423,Fuera de servicio,,2024-08-12,
424,2025-08-21,Departamental Nº 6 Las Termas,Las Termas,6.0,1.0,3.0,LEG0424,22497838,Gómez,Juan,1997-09-07,28.0,Oficial Inspector,2020-02-09,6.0,Inactivo,,,Escopeta,Remington,ARM-00424,Fuera de servicio,,2024-10-29,
425,2025-10-08,Departamental Nº 4 Zona Oeste (La Banda),La Banda,7.0,1.0,5.0,LEG0425,44944615,Díaz,José,1995-10-12,30.0,Cabo Primero,2012-06-17,13.0,Activo,,,Escopeta,Remington,ARM-00425,Operativa,Requiere revisión anual,2025-01-16,
426,2025-06-22,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,2.0,8.0,LEG0426,20639068,Romero,Juan,1988-04-29,37.0,Sargento,2012-05-16,13.0,Activo,,,Pistola,Glock,ARM-00426,Operativa,,2025-01-09,
427,2025-10-05,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,0.0,9.0,LEG0427,26472345,Pérez,Sofía,1973-11-11,51.0,Sargento Principal,2013-02-15,13.0,Activo,3855-XXXXXX,,Fusil,Remington,ARM-00427,Fuera de servicio,Desgaste en cañón,2025-06-29,
428,2025-04-28,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,9.0,1.0,3.0,LEG0428,21620706,García,José,2002-08-06,23.0,Sargento,2012-02-26,14.0,Activo,3855-XXXXXX,En licencia médica,Pistola,IWI,ARM-00428,Fuera de servicio,Desgaste en cañón,2024-06-15,
429,2025-07-08,Departamental Nº 12 Quimilí,Quimilí,5.0,1.0,6.0,LEG0429,33541784,Romero,Carlos,1993-03-28,32.0,Agente,2015-01-07,11.0,Inactivo,,,Pistola,Remington,ARM-00429,Operativa,,2025-02-22,
430,2024-11-17,Departamental Nº 3 Zona Sur (Capital),Capital,4.0,0.0,9.0,LEG0430,27233646,López,Lucía,1978-03-19,47.0,Agente,2021-12-23,4.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00430,Operativa,,2024-03-18,
431,2025-06-19,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,0.0,5.0,LEG0431,23093348,Sánchez,Pedro,1998-10-16,27.0,Sub-Comisario,2019-08-12,6.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00431,En mantenimiento,,2024-06-29,
432,2025-09-07,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,10.0,1.0,6.0,LEG0432,30949579,Fernández,Juan,1967-09-03,58.0,Agente,2010-10-31,15.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00432,En mantenimiento,,2025-05-29,2025-12-10
433,2025-02-04,Departamental Nº 11 Monte Quemado,Monte Quemado,9.0,0.0,6.0,LEG0433,26117250,García,Juan,1988-12-16,36.0,Sub-Comisario,2012-10-25,13.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00433,Operativa,Desgaste en cañón,2024-06-13,
434,2025-04-23,Departamental Nº 5 Zona Este (La Banda),La Banda,7.0,1.0,4.0,LEG0434,31855028,García,Carlos,1973-07-01,52.0,Agente,2010-02-26,16.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Remington,ARM-00434,Operativa,,2024-07-11,
435,2025-02-03,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,1.0,5.0,LEG0435,44395739,Martínez,Sofía,1973-07-24,52.0,Oficial Sub-Inspector,2021-06-23,4.0,Activo,3855-XXXXXX,,Fusil,Bersa,ARM-00435,Operativa,,2024-11-23,
436,2025-07-02,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,0.0,5.0,LEG0436,21792602,Sánchez,María,1974-08-12,51.0,Cabo,2011-11-28,14.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00436,Operativa,,2025-05-30,
437,2025-04-17,Departamental Nº 1 Zona Norte (Capital),Capital,1.0,0.0,1.0,LEG0437,32371798,García,Pedro,1983-11-14,41.0,Sargento Principal,2019-04-04,7.0,Activo,,,Pistola,IWI,ARM-00437,En mantenimiento,,2024-11-04,
438,2024-11-01,Departamental Nº 6 Las Termas,Las Termas,9.0,2.0,2.0,LEG0438,44774997,Rodríguez,Laura,1966-09-13,59.0,Agente,2016-08-12,9.0,Activo,3854-XXXXXX,,Fusil,Bersa,ARM-00438,Operativa,,2024-03-26,
439,2025-05-18,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,1.0,8.0,LEG0439,20824026,Pérez,Juan,1995-10-02,30.0,Cabo,2018-06-20,7.0,Activo,,Próximo a retiro,Escopeta,Bersa,ARM-00439,En mantenimiento,,2024-12-08,
440,2025-10-21,Departamental Nº 5 Zona Este (La Banda),La Banda,10.0,0.0,3.0,LEG0440,32805935,López,María,1981-02-12,44.0,Sargento Ayudante,2010-11-25,15.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00440,Operativa,,2025-09-06,
441,2024-12-28,Departamental Nº 6 Las Termas,Las Termas,4.0,1.0,8.0,LEG0441,42428213,Pérez,José,1968-03-02,57.0,Oficial Principal,2011-08-17,14.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00441,Operativa,,2024-09-25,
